X,Y,OBJECTID,Siteno,Name,NZTM_E,NZTM_N,Region,Operator,Funder,Area_km2,No_years,L1_mean,L2,Lcv,T3_Lskew,T4_Lkurt,Gumb_u,Gumb_alpha,GEV_u,GEV_alpha,GEV_k,GEV_z,Data_2_33y,Data_5y,Data_10y,Data_20y,Data_50y,Data_100y,Data_250y,Data_500y,Data_1000y,se_2_33y,se_5y,se_10y,se_20y,se_50y,se_100y,se_250y,se_500y,se_1000y
1552643,5161694,485,68002,Selwyn at Coes Ford,1552643,5161694,Ecan,ECan,Ecan,762,30,142.3389,80.4035,0.56487,0.39392,0.217,75.3832,115.9977,61.7736,77.6647,-0.32138,-2.3454,142.4981137,249.3727886,336.4206341,419.9190174,527.9991099,608.98993,715.6275841,796.1473513,876.6089015,11%,9%,9%,9%,9%,9%,10%,10%,10%
1547810,5153197,486,68320,Doyleston Drain at d/s The Lake Rd,1547810,5153197,Ecan,ECan,Ecan,15.7,27,3.0279,0.96259,0.3179,0.0063306,-0.0053882,2.2263,1.3887,2.4195,1.6897,0.27244,1.8862,3.029785592,4.30926666,5.351385107,6.351010142,7.644922214,8.614527231,9.891170736,10.85513641,11.81840512,12%,12%,13%,14%,15%,15%,16%,17%,17%
1489723,5182083,487,68526,Rakaia at Fighting Hill,1489723,5182083,Ecan,NIWA,"Ecan,MBIE",2560,56,2531.2375,576.4438,0.22773,0.28339,0.22262,2051.2061,831.6326,1993.1347,692.7719,-0.1692,-1.687,2532.379004,3298.605091,3922.684931,4521.317297,5296.185491,5876.840162,6641.366955,7218.644464,7795.504593,4%,4%,5%,5%,6%,6%,7%,7%,7%
1491973,5194183,488,68529,Dry Acheron at Water Race,1491973,5194183,Ecan,NIWA,MBIE,6.19,11,2.7622,0.78656,0.28476,0.16917,0.026779,2.1072,1.1348,2.1072,1.136,0.0011798,0.0052136,2.763782019,3.809331897,4.660916843,5.477777569,6.535119989,7.327449343,8.370680458,9.158401523,9.945553054,14%,14%,16%,17%,19%,20%,21%,21%,22%
1490524,5171585,489,68602,Dry Creek at RDR Siphon,1490524,5171585,Ecan,ECan,Ecan,55,21,10.4802,6.4206,0.61264,0.45483,0.27692,5.1334,9.263,3.8762,5.3906,-0.40062,-2.4461,10.49286355,19.0273441,25.97855255,32.64631859,41.27705779,47.74458229,56.26013553,62.69004409,69.11530372,12%,10%,10%,10%,10%,10%,10%,10%,11%
1498627,5137293,490,68801,Ashburton at SHBr,1498627,5137293,Ecan,ECan,Ecan,1579,17,323.0868,147.9584,0.45795,0.23476,0.039528,199.875,213.4588,190.7459,193.2354,-0.098421,-0.54068,323.3797672,520.0503896,680.2357092,833.8893136,1032.778144,1181.817334,1378.051791,1526.22415,1674.289379,16%,14%,15%,15%,16%,16%,17%,17%,17%
1462629,5164483,491,68806,Sth Ashburton at Mt Somers,1462629,5164483,Ecan,ECan,Ecan,539,47,89.3978,28.1144,0.31449,0.2356,0.12806,65.9856,40.5605,64.2305,36.6671,-0.099672,-0.91044,89.45343131,126.8239158,157.261624,186.4582044,224.2501829,252.5699527,289.857559,318.0126174,346.1473193,6%,6%,7%,8%,8%,9%,9%,9%,9%
1478026,5174083,492,68810,Nth Ashburton at Old Weir,1478026,5174083,Ecan,ECan,Ecan,276,31,139.9938,44.4106,0.31723,0.093644,0.11351,103.011,64.0709,106.7668,70.8933,0.12238,0.90788,140.081674,199.1135049,247.19406,293.3140828,353.0117216,397.7467011,456.6476144,501.1224097,545.5650489,10%,10%,11%,12%,12%,13%,14%,14%,14%
1451429,5172781,493,68827,Sth Ashburton at Buicks Br,1451429,5172781,Ecan,ECan,Ecan,32,11,59.356,14.8177,0.24964,0.45721,0.21794,47.0166,21.3774,44.102,12.3687,-0.40365,-1.7838,59.38531383,79.08141707,95.1236025,110.5116519,130.4299035,145.3558301,165.0082524,179.8473679,194.6757545,7%,7%,8%,9%,10%,11%,11%,12%,12%
1456631,5153283,494,69302,Rangitata at Klondyke,1456631,5153283,Ecan,ECan,Ecan,1461,69,1273.6134,383.374,0.30101,0.23265,0.13869,954.3601,553.0918,931.4054,502.4192,-0.095288,-1.0546,1274.372552,1783.964607,2199.019816,2597.150737,3112.490376,3498.664916,4007.126826,4391.055326,4774.70624,5%,5%,6%,6%,7%,7%,7%,8%,8%
1455335,5133484,495,69505,Orari at Gorge,1455335,5133484,Ecan,ECan,Ecan,522,53,222.6219,107.3874,0.48238,0.37247,0.15241,133.1954,154.9272,116.22,108.5938,-0.29273,-2.8394,222.8344675,365.5769023,481.838509,593.3594334,737.7118308,845.8836393,988.3095078,1095.852175,1203.317088,7%,6%,6%,7%,7%,7%,7%,7%,8%
1461844,5099589,496,69602,Temuka at Manse Br,1461844,5099589,Ecan,ECan,Ecan,575,31,234.536,105.9533,0.45176,0.29914,0.062589,146.3038,152.8583,134.4174,123.7513,-0.19159,-1.4213,234.7458261,375.5820765,490.291124,600.3227964,742.74751,849.4747906,989.9987021,1096.105243,1202.135068,10%,9%,9%,10%,10%,11%,11%,11%,11%
1461845,5097589,497,69607,Opihi at No1 SHB,1461845,5097589,Ecan,ECan,Ecan,1744,14,339.6929,176.3538,0.51916,0.40761,0.11396,192.835,254.4247,161.8141,165.2812,-0.33946,-1.6923,340.0421582,574.4567811,765.3840321,948.5260352,1185.584572,1363.226587,1597.121338,1773.730164,1950.211299,14%,12%,12%,13%,13%,13%,14%,14%,14%
1438339,5117580,498,69614,Opuha at Skipton,1438339,5117580,Ecan,ECan,Ecan,458,59,230.3157,90.8316,0.39438,0.34436,0.18862,154.676,131.0423,141.7868,97.2857,-0.25456,-2.6052,230.4955434,351.2315857,449.5693104,543.8972169,665.9950162,757.490135,877.9584156,968.9213872,1059.818591,6%,5%,6%,6%,7%,7%,7%,7%,7%
1435443,5107379,499,69618,Opihi at Rockwood,1435443,5107379,Ecan,ECan,Ecan,406,78,150.2031,71.6619,0.4771,0.45829,0.28707,90.5269,103.3863,76.4025,59.6608,-0.40503,-4.7661,150.345005,245.6001455,323.1840516,397.6043971,493.9339007,566.119308,661.1631968,732.9287647,804.6424449,5%,4%,4%,4%,5%,5%,5%,5%,5%
1420036,5128876,500,69619,Sth Opuha at Stoneleigh Rd,1420036,5128876,Ecan,ECan,Ecan,115,10,53.6172,20.1526,0.37586,0.30456,0.26431,36.8352,29.074,34.4976,23.3031,-0.19925,-0.8395,53.65707664,80.44445518,102.2623797,123.1906567,150.2801645,170.5799386,197.3079096,217.4896176,237.6567339,15%,15%,16%,17%,18%,18%,19%,19%,20%
1422549,5089673,501,69621,Rocky Gully at Rockburn,1422549,5089673,Ecan,ECan,Ecan,23,49,16.5645,8.8793,0.53604,0.48831,0.29483,9.1703,12.8101,7.3301,6.8545,-0.44289,-4.1307,16.58207416,28.38468122,37.9977305,47.21879816,59.1545244,68.09867161,79.8751035,88.76723041,97.65292818,6%,5%,5%,5%,6%,6%,6%,6%,6%
1438548,5092980,502,69635,Tengawai at Cave Picnic Grounds,1438548,5092980,Ecan,ECan,Ecan,489,32,232.5162,138.2153,0.59443,0.54627,0.34504,117.418,199.4025,86.7291,91.0372,-0.51407,-3.8746,232.7899563,416.5097832,566.146871,709.6823581,895.4743232,1034.699256,1218.011639,1356.426822,1494.741929,7%,6%,6%,6%,6%,6%,6%,7%,7%
1448338,5121783,503,69644,Te Moana at Glentohi,1448338,5121783,Ecan,ECan,Ecan,67.8,27,63.9983,30.6013,0.47816,0.40222,0.25283,38.5151,44.1484,33.2107,29.0251,-0.33237,-2.3011,64.05884833,104.7350505,137.8652169,169.6444679,210.7794486,241.6043281,282.1903209,312.8359189,343.4593598,9%,8%,8%,9%,9%,9%,10%,10%,10%
1443841,5112282,504,69645,Kakahu at Mulvihills,1443841,5112282,Ecan,ECan,Ecan,43.7,22,56.0762,27.9086,0.49769,0.37513,0.20626,32.8354,40.2636,28.3835,28.0648,-0.2963,-1.8517,56.13144844,93.22838365,123.4432899,152.4261534,189.9414973,218.0539684,255.0686321,283.0175974,310.9463553,11%,10%,10%,11%,11%,11%,12%,12%,12%
1452237,5126184,505,69649,Waihi at DOC Reserve,1452237,5126184,Ecan,ECan,Ecan,32.4,12,44.6805,18.9298,0.42367,0.17459,-0.092082,28.9168,27.3099,28.8135,27.1263,-0.007247,-0.033449,44.717989,69.88001104,90.37410667,110.0325352,135.4783546,154.5464154,179.6526345,198.609793,217.5532453,19%,18%,19%,20%,21%,21%,22%,22%,23%
1445353,5080684,506,70105,Pareora at Huts,1445353,5080684,Ecan,ECan,Ecan,424,31,230.658,105.1788,0.45599,0.30143,0.092962,143.0707,151.741,131.1008,122.3284,-0.19483,-1.4453,230.8662694,370.6730935,484.5436886,593.7710973,735.1547739,841.1019438,980.5987121,1085.92968,1191.184492,10%,9%,9%,10%,10%,11%,11%,11%,11%
1435460,5067979,507,70303,Otaio at Gorge,1435460,5067979,Ecan,ECan,Ecan,54,13,76.3008,29.2289,0.38307,0.17674,0.062747,51.9606,42.1683,51.7378,41.754,-0.010581,-0.050832,76.35868561,115.2105193,146.8547646,177.2086843,216.4987199,245.9410726,284.7067429,313.9778552,343.227804,17%,16%,17%,18%,19%,20%,20%,21%,21%
1439779,5037283,508,70902,Waihao at McCulloughs Br,1439779,5037283,Ecan,ECan,Ecan,488,29,272.2837,140.3242,0.51536,0.45154,0.24271,155.4293,202.445,128.1256,118.7559,-0.39642,-2.8444,272.5616113,459.0846506,611.0049136,756.7304772,945.3572716,1086.70651,1272.815889,1413.343023,1553.768553,9%,7%,8%,8%,8%,8%,8%,9%,9%
1401272,5044557,509,71103,Hakataramea at Above MHBr,1401272,5044557,Ecan,NIWA,"Ecan,MBIE",899,50,178.3652,100.4049,0.56292,0.53085,0.30868,94.7534,144.8536,72.7948,69.1086,-0.49537,-4.6671,178.5640002,312.0251069,420.7272087,524.9968745,659.9632616,761.101576,894.2667,994.8167812,1095.294163,6%,5%,5%,5%,5%,5%,5%,5%,5%
1409791,5020360,510,71106,Maerewhenua at Kellys Gully,1409791,5020360,Ecan,NIWA,"Ecan,MBIE",187,41,129.2612,45.9276,0.35531,0.22316,0.13176,91.0152,66.2595,88.6475,61.1163,-0.081171,-0.6925,129.3521724,190.4004736,240.1234139,287.8188521,349.5557045,395.8187877,456.7316993,502.7257105,548.6864673,8%,8%,8%,9%,9%,10%,10%,10%,11%
1339735,5070328,511,71116,Ahuriri at Sth Diadem,1339735,5070328,Ecan,NIWA,"Meridian Energy Ltd,MBIE",557,51,238.8643,63.5959,0.26624,0.27115,0.15423,185.905,91.7496,180.0897,78.1019,-0.15161,-1.4426,238.9902464,323.5238938,392.3753021,458.419226,543.9063111,607.9668515,692.3130249,756.000981,819.6428898,5%,5%,6%,6%,7%,7%,8%,8%,8%
1369391,5095667,512,71121,Twizel at SHBr,1369391,5095667,Ecan,NIWA,MBIE,250,8,66.1674,18.7038,0.28267,0.48762,0.34016,50.5919,26.9839,46.7196,14.4642,-0.44203,-1.6658,66.20446921,91.06613061,111.3155869,130.7393516,155.8814226,174.7218667,199.5283913,218.2592571,236.9765801,9%,9%,10%,11%,12%,13%,13%,14%,14%
1382333,5116663,513,71122,Mary Burn at Mt MacDonald,1382333,5116663,Ecan,NIWA,"Meridian Energy Ltd,MBIE,Genesis Energy Ltd",52.2,44,4.1859,1.3539,0.32345,0.28259,0.23224,3.0584,1.9533,2.9228,1.6295,-0.16805,-1.4852,4.188556554,5.988232776,7.4540425,8.86008238,10.68005678,12.04387148,13.83955648,15.19543907,16.55034133,6%,6%,7%,7%,8%,8%,9%,9%,9%
1368323,5152971,514,71125,Hooker at Ball Hut Rd Br,1368323,5152971,Ecan,NIWA,Meridian Energy Ltd,103,19,357.4601,103.0828,0.28838,0.14527,0.1264,271.6183,148.717,274.2186,153.9476,0.038741,0.225,357.6642183,494.684875,606.2861778,713.3368269,851.9029114,955.7386926,1092.455472,1195.687331,1298.844552,11%,11%,12%,13%,15%,15%,16%,16%,17%
1384235,5109862,515,71127,Mary Burn at Maryhill,1384235,5109862,Ecan,ECan,Ecan,82.1,8,11.5856,7.0227,0.60615,0.50994,0.14401,5.7375,10.1316,4.2383,5.1201,-0.46975,-1.7703,11.59952536,20.93429197,28.53732161,35.83033019,45.27038171,52.34437191,61.65843638,68.69128336,75.71904547,17%,14%,14%,14%,15%,15%,15%,15%,15%
1387788,5114936,516,71128,Irishman at Windy Ridge,1387788,5114936,Ecan,NIWA,MBIE,142,7,25.699,12.9438,0.50367,0.39167,0.52232,14.9201,18.674,12.7437,12.5642,-0.3184,-1.1224,25.72465818,42.92997931,56.94345947,70.38552608,87.7849025,100.8232867,117.9904508,130.953002,143.9061812,21%,18%,19%,19%,20%,20%,21%,21%,21%
1391432,5127568,517,71129,Forks at Balmoral,1391432,5127568,Ecan,NIWA,"Meridian Energy Ltd,Genesis Energy Ltd,MBIE",98,50,22.7206,6.5604,0.28874,0.31441,0.16705,17.2574,9.4647,16.4522,7.4473,-0.21307,-2.0074,22.73356482,31.45388199,38.55645164,45.36940697,54.18807882,60.79643239,69.49741012,76.06732867,82.63249707,5%,5%,6%,6%,7%,7%,7%,8%,8%
1386037,5105162,518,71130,Mary Burn at SH8,1386037,5105162,Ecan,ECan,Ecan,116,11,4.8794,2.2107,0.45307,0.53361,0.43575,3.0384,3.1894,2.5536,1.5099,-0.49872,-2.2039,4.883749569,7.822308594,10.21572155,12.51154073,15.48324316,17.71011594,20.64215799,22.85607901,25.06839932,10%,9%,10%,10%,11%,11%,11%,11%,11%
1373525,5140268,519,71135,Jollie at Mt Cook Stn,1373525,5140268,Ecan,NIWA,"MBIE,Meridian Energy Ltd",139,48,73.1793,19.8323,0.27101,0.31198,0.1869,56.6641,28.6119,54.2624,22.6167,-0.20968,-1.9355,73.21861098,99.58023291,121.0513849,141.6470294,168.3059787,188.2831097,214.5862682,234.4472097,254.2937914,5%,5%,6%,6%,7%,7%,7%,8%,8%
1357744,5068837,520,71136,Omarama at Wardells Br,1357744,5068837,Ecan,ECan,Ecan,281,16,18.2661,7.357,0.40277,0.5285,0.51478,12.1395,10.6139,10.5346,5.0973,-0.4925,-2.6248,18.28057851,28.05971303,36.02467378,43.66485535,53.55428672,60.96502388,70.72247077,78.09010614,85.45241459,8%,7%,7%,8%,8%,9%,9%,9%,9%
1429036,5025153,521,71170,Awamoko at Georgetown,1429036,5025153,Ecan,NIWA,MBIE,115,16,42.2989,27.4988,0.65011,0.406,0.055782,19.3994,39.6723,14.5832,25.8648,-0.33735,-1.7979,42.35332917,78.90546914,108.6766477,137.233877,174.198281,201.8979002,238.3689768,265.9074915,293.4260953,17%,13%,13%,13%,13%,13%,13%,14%,14%
1404414,5026345,522,71178,Otekaieke at Weir,1404414,5026345,Ecan,NIWA,MBIE,78.7,24,43.7229,21.4204,0.48991,0.36839,0.069873,25.8851,30.9031,22.5471,21.8464,-0.28723,-1.8749,43.76527253,72.2378954,95.42842655,117.6733408,146.4671005,168.0439716,196.4534494,217.9048266,239.3406942,11%,9%,10%,10%,11%,11%,11%,11%,11%
1352545,5064332,523,71189,Omarama at Above Tara Hills,1352545,5064332,Ecan,ECan,Ecan,175,26,18.7759,9.8223,0.52313,0.53048,0.30488,10.5964,14.1706,8.4491,6.7677,-0.49492,-3.3624,18.79534356,31.85144958,42.48545525,52.6858488,65.88921195,75.78327463,88.81042553,98.6469431,108.4763487,8%,6%,7%,7%,7%,7%,7%,7%,8%
1422802,5011138,524,71703,Kakanui at Clifton Falls Br,1422802,5011138,ORC,ORC,ORC,286,43,185.4943,85.0568,0.45854,0.42745,0.23941,114.6636,122.711,98.9432,76.2023,-0.36539,-3.1924,185.6627506,298.7227357,390.8084251,479.1392292,593.4743947,679.1525118,791.9617587,877.141561,962.259777,7%,6%,6%,6%,7%,7%,7%,7%,7%
1430460,4997654,525,71713,Kakanui at Mill Dam,1430460,4997654,ORC,ORC,ORC,539,24,289.5423,110.5199,0.38171,0.20124,0.037323,197.5072,159.4465,194.0294,152.2036,-0.048137,-0.31421,289.7610816,436.6673811,556.3203941,671.0944368,819.6576622,930.9848937,1077.565392,1188.245131,1298.844846,12%,11%,12%,12%,13%,14%,14%,14%,15%
1413335,4974059,526,72603,Shag at The Grange,1413335,4974059,ORC,ORC,ORC,319,24,118.908,61.1638,0.51438,0.26127,0.070552,67.9741,88.2407,62.8558,76.411,-0.13732,-0.89631,119.0291378,200.3298544,266.5480882,330.0662079,412.2838985,473.8944879,555.0149002,616.2671545,677.4751225,14%,12%,12%,13%,13%,13%,14%,14%,14%
1411567,4947057,527,73103,Waikouaiti Nth Branch at Bucklands Crossing,1411567,4947057,ORC,ORC,ORC,279,8,186.063,113.8725,0.61201,0.43964,0.095754,91.2361,164.2833,69.6112,99.1507,-0.38115,-1.4364,186.2884976,337.6511908,460.9338707,579.1895772,732.2594591,846.9637955,997.9908049,1112.028006,1225.982757,21%,17%,17%,17%,17%,18%,18%,18%,18%
1409772,4942755,528,73105,Waikouaiti Sth Branch at Lawsons,1409772,4942755,ORC,ORC,ORC,74.1,19,53.1544,21.9494,0.41294,0.31914,0.24579,34.8761,31.6663,32.1126,24.6938,-0.21969,-1.2759,53.19785113,82.3736496,106.1369069,128.9311938,158.4360601,180.5458055,209.6568995,231.6380517,253.6033112,11%,11%,11%,12%,13%,13%,13%,14%,14%
1407071,4918112,529,73501,Leith at University Foot Br,1407071,4918112,ORC,ORC,ORC,45,53,42.1641,14.0083,0.33223,0.19856,0.18194,30.4987,20.2097,30.0934,19.3708,-0.044065,-0.42743,42.19179625,60.81203715,75.97794857,90.52545492,109.3557097,123.4663358,142.0452818,156.0738387,170.0922528,7%,7%,7%,8%,8%,9%,9%,9%,10%
1407778,4919406,530,73507,Lindsays Ck at North Rd Br,1407778,4919406,ORC,ORC,ORC,11.7,34,13.3456,3.9585,0.29661,0.17225,0.14217,10.0492,5.7109,10.0369,5.6918,-0.0036144,-0.028081,13.35346,18.61520727,22.90082277,27.01168805,32.33278148,36.32019222,41.57027027,45.53448972,49.49584298,8%,8%,9%,10%,10%,11%,11%,12%,12%
1386012,4919362,531,74308,Taieri at Outram,1386012,4919362,ORC,ORC,ORC,4705,58,560.0921,248.6013,0.44386,0.3315,0.16652,353.0704,358.6558,319.7762,273.099,-0.23686,-2.4034,560.5844547,891.0325759,1160.177694,1418.348153,1752.523331,2002.940601,2332.655873,2581.616684,2830.397493,7%,6%,6%,7%,7%,7%,7%,8%,8%
1376842,4949921,532,74310,Taieri at Sutton,1376842,4949921,ORC,ORC,ORC,3066,43,185.6909,71.3402,0.38419,0.28217,0.13469,126.2826,102.9222,119.161,85.9247,-0.16745,-1.463,185.8321822,280.6597233,357.8953561,431.9816295,527.8787109,599.7400787,694.3573166,765.8007296,837.1924878,8%,7%,8%,8%,9%,9%,9%,9%,10%
1385975,4984938,533,74311,Taieri at Tiroiti,1385975,4984938,ORC,ORC,ORC,2468,43,137.0048,54.1604,0.39532,0.36977,0.2271,91.9029,78.137,83.4212,55.0781,-0.2891,-2.5259,137.1120551,209.1037107,267.7398519,323.9850462,396.7886809,451.3447601,523.1767567,577.4155308,631.6150894,7%,6%,6%,7%,7%,8%,8%,8%,8%
1361881,4967477,534,74315,Taieri at McAtamneys,1361881,4967477,ORC,NIWA,MBIE,666,19,108.282,43.2234,0.39917,0.31328,0.22719,72.2879,62.3582,67.0155,49.1712,-0.2115,-1.2283,108.3676258,165.8214577,212.6167559,257.5039294,315.6057712,359.1449255,416.4713394,459.7572645,503.0118931,11%,11%,11%,12%,13%,13%,13%,14%,14%
1345246,4951773,535,74318,Taieri at Canadian Flat,1345246,4951773,ORC,NIWA,"TrustPower Generation,MBIE,ORC",158,42,119.2007,34.1034,0.2861,0.25595,0.15785,90.8012,49.2008,88.0933,42.9941,-0.12957,-1.1188,119.2682079,164.5994473,201.5210728,236.9371824,282.7797035,317.1322221,362.3629283,396.5156483,430.6436753,6%,6%,7%,7%,8%,8%,9%,9%,9%
1375344,4907911,536,74321,Waipori at Berwick,1375344,4907911,ORC,ORC,ORC,400,25,60.2809,20.2546,0.336,0.53667,0.36928,43.414,29.2212,38.9578,13.7137,-0.50245,-3.3473,60.32104484,87.24404634,109.1724337,130.2066694,157.4333299,177.8358806,204.6991737,224.9830606,245.2522819,5%,5%,5%,6%,6%,6%,7%,7%,7%
1392282,4916645,537,74324,Silverstream at Taieri Depot,1392282,4916645,ORC,ORC,ORC,92,25,76.878,26.5151,0.3449,0.11782,0.12603,54.7976,38.2532,56.2804,41.0659,0.082769,0.5514,76.9304545,112.1751043,140.8813514,168.4170729,204.0592399,230.7680284,265.9345146,292.4879614,319.0222097,11%,11%,12%,13%,14%,15%,15%,16%,16%
1393809,4917133,538,74326,Silverstream at Gordon Rd,1393809,4917133,ORC,ORC,ORC,97,39,82.0337,24.3461,0.29678,0.077375,0.17537,61.7596,35.1239,64.3086,39.6249,0.14949,1.2439,82.08187809,114.4433421,140.801277,166.0844409,198.8109032,223.3347814,255.624476,280.0057202,304.3693364,8%,8%,9%,10%,11%,12%,12%,12%,13%
1385662,4948674,539,74331,Nenthorn at Mt Stoker Rd,1385662,4948674,ORC,ORC,ORC,213,30,91.0849,49.6384,0.54497,0.35452,0.15772,49.7488,71.613,42.4047,52.0889,-0.26845,-1.9591,91.18324494,157.1640023,210.9043554,262.4533924,329.1783331,379.1792866,445.0137154,494.723857,544.3980574,11%,9%,9%,10%,10%,10%,10%,11%,11%
1384749,4996806,540,74337,Kyeburn at SH85 Bridge,1384749,4996806,ORC,ORC,ORC,376,20,90.815,42.2476,0.46521,0.41604,0.27468,55.6334,60.9504,48.0377,38.8513,-0.35052,-2.0886,90.89858918,147.0553422,192.7941887,236.6679885,293.458122,336.0143354,392.0465471,434.3552482,476.6333595,10%,9%,9%,10%,10%,11%,11%,11%,11%
1373363,4946708,541,74338,Sutton Stm at SH87,1373363,4946708,ORC,NIWA,MBIE,151,27,69.7278,30.2043,0.43317,0.28347,0.15766,44.5753,43.5756,41.5306,36.2943,-0.16932,-1.1722,69.78763294,109.9360849,142.6364065,174.0033401,214.6046182,245.0295626,285.0889756,315.3369647,345.5630841,11%,10%,10%,11%,11%,12%,12%,12%,12%
1356953,4961897,542,74346,Loganburn at Paerau,1356953,4961897,ORC,NIWA,MBIE,150,13,40.4002,21.3703,0.52897,0.56469,0.42133,22.6041,30.8309,17.7857,13.3307,-0.53617,-2.5757,40.44249845,68.84859974,91.98495003,114.1778927,142.9043806,164.4308408,192.7739446,214.1752042,235.5609904,10%,8%,9%,9%,9%,9%,10%,10%,10%
1358140,4937589,543,74351,Deep Stm at Totara Rock,1358140,4937589,ORC,NIWA,MBIE,105,8,118.2506,48.8827,0.41338,0.37019,0.0012431,77.5437,70.5229,69.8773,49.6675,-0.28967,-1.0916,118.3474258,183.3238177,236.24613,287.0104825,352.7197298,401.9595639,466.7918547,515.7453037,564.6633586,16%,16%,16%,17%,18%,19%,19%,20%,20%
1356845,4997202,544,74353,Gimmerburn at Rough Ridge,1356845,4997202,ORC,NIWA,MBIE,23.7,22,3.5085,1.5894,0.453,0.20399,-0.019084,2.185,2.293,2.1309,2.1796,-0.052316,-0.32695,3.511703004,5.62436239,7.345092282,8.995657706,11.13214534,12.73314218,14.84111622,16.43280146,18.02333588,14%,13%,13%,14%,15%,15%,15%,16%,16%
1370477,4935600,545,74357,Deep Stm at SH87,1370477,4935600,ORC,ORC,ORC,236,22,137.4964,49.4136,0.35938,0.28136,0.29731,96.3474,71.2888,91.4443,59.6006,-0.1663,-1.0393,137.5942666,203.2763217,256.7733863,308.0890551,374.5119246,424.2865182,489.8229073,539.3080055,588.7573253,10%,10%,10%,11%,12%,12%,13%,13%,13%
1366434,4898986,546,74360,Kintore Ck at Berridale,1366434,4898986,ORC,NIWA,MBIE,2.92,16,1.8992,0.53895,0.28377,0.071188,0.20872,1.4504,0.77754,1.5111,0.88348,0.1599,0.85219,1.900275558,2.616663337,3.200150612,3.759845614,4.484313384,5.02720003,5.741999044,6.281728192,6.821067108,13%,13%,15%,16%,17%,18%,19%,20%,20%
1367653,4903468,547,74361,Jura Ck at Jura Rd,1367653,4903468,ORC,NIWA,MBIE,1.92,9,0.56517,0.21987,0.38903,0.15443,0.28019,0.38208,0.3172,0.38547,0.32424,0.024259,0.096969,0.565608213,0.857860964,1.095896516,1.324225933,1.619774942,1.841247335,2.132851943,2.353036224,2.573061308,21%,20%,22%,23%,24%,25%,26%,26%,27%
1369194,4904228,548,74362,Storm Ck at Storm Rd,1369194,4904228,ORC,NIWA,MBIE,1.14,9,0.27186,0.091445,0.33637,-0.11665,0.034023,0.19571,0.13193,0.23207,0.17649,0.50538,2.0201,0.272043156,0.393597082,0.492600961,0.587567859,0.710492767,0.802607687,0.923892038,1.015471206,1.106984161,24%,24%,26%,28%,30%,31%,32%,33%,34%
1349219,4935319,549,74367,Deep Ck at Muster Huts,1349219,4935319,ORC,NIWA,MBIE,1.52,15,1.9624,0.60933,0.3105,0.16179,0.10986,1.455,0.87908,1.4597,0.88934,0.012704,0.065556,1.963625415,2.773567244,3.43325291,4.06603924,4.885116235,5.498899182,6.307044766,6.917257874,7.527029787,13%,13%,14%,15%,17%,17%,18%,19%,19%
1345970,4935166,550,74368,Elbow Ck at Muster Huts,1345970,4935166,ORC,NIWA,TrustPower Generation,1.24,34,2.0452,0.97486,0.47665,0.67337,0.52114,1.2334,1.4064,1.005,0.41979,-0.66196,-5.1428,2.047126605,3.342915597,4.398316609,5.410682598,6.721086529,7.703049873,8.995965136,9.972217256,10.94776353,4%,3%,3%,4%,4%,4%,4%,4%,4%
1372763,4883294,551,74701,Nobles Stm at Bull Ck Rd,1372763,4883294,ORC,NIWA,MBIE,9.8,42,7.8738,2.6194,0.33267,0.094279,0.13286,5.6925,3.779,5.912,4.1782,0.12133,1.0477,7.878985239,11.36077321,14.19663813,16.91686785,20.43792619,23.07646393,26.55053018,29.17372185,31.79501691,9%,9%,9%,10%,11%,11%,12%,12%,12%
1356340,4892279,552,74811,Tokomairiro at West Branch Br,1356340,4892279,ORC,ORC,ORC,68,32,37.1659,15.9055,0.42796,0.42943,0.34048,23.9206,22.9468,20.9675,14.1845,-0.36795,-2.7733,37.19735033,58.33942289,75.55932899,92.07707634,113.457606,129.4793043,150.5744891,166.5030032,182.4200007,7%,7%,7%,7%,8%,8%,8%,8%,8%
1323344,5040201,553,75219,Lindis at Lindis Peak,1323344,5040201,ORC,NIWA,"ORC,Contact Energy Ltd",542,38,103.8394,42.2071,0.40646,0.305,0.11047,68.6917,60.8919,63.783,48.7656,-0.19986,-1.6416,103.9230418,160.0258957,205.7208423,249.5525321,306.2881586,348.8035267,404.7819588,447.0500522,489.287585,8%,8%,8%,8%,9%,9%,10%,10%,10%
1344343,4897908,554,75229,Waitahuna at Tweeds Br,1344343,4897908,ORC,ORC,ORC,311,22,54.8775,17.8585,0.32542,0.35214,0.34996,40.0059,25.7643,37.3887,18.8309,-0.26519,-1.6573,54.9128229,78.6508038,97.98503893,116.5309015,140.5366182,158.5255247,182.2108608,200.0951416,217.9664918,8%,8%,9%,9%,10%,10%,11%,11%,11%
1321625,4893104,555,75232,Pomahaka at Burkes Ford,1321625,4893104,ORC,NIWA,MBIE,1924,51,397.7955,128.7268,0.3236,0.31459,0.18023,290.5987,185.7135,274.7833,146.08,-0.21332,-2.0298,398.0503609,569.1578047,708.5222926,842.2040554,1015.241385,1144.908513,1315.636485,1444.549453,1573.369215,5%,5%,6%,6%,7%,7%,8%,8%,8%
